movie_id,title,tags1
9471,Charlie's Angels: Full Throttle,the angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the witness protection program as informants are killed the ladies target a rogue agent who might be responsible camerondiaz drewbarrymore lucyliu berniemac robertpatrick demimoore johncleese mattleblanc lukewilson shialabeouf pink crispinglover justintheroux melissamccarthy janetdubois rodrigosantoro ericbogosian robertforster daxingzhang yuencheungyan brucecomtois brucewillis marykateolsen ashleyolsen mcg action adventure comedy robbery secretidentity secretagent
70981,Prometheus,a team of explorers discover a clue to the origins of mankind on earth leading them on a journey to the darkest corners of the universe there they must fight a terrifying battle to save the future of the human race noomirapace michaelfassbender guypearce idriselba loganmarshallgreen charlizetheron lucyhutchinson seanharris rafespall katedickie emunelliott benedictwong patrickwilson ianwhyte branwelldonaghey vladimirfurdik ccsmiff shanesteyn johnlebar anilbiltoo gianninafacio jamesembree robinatkindownes louisastaples anniepenn danieljames ridleyscott sciencefiction adventure mystery android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife
10996,Stuart Little 2,stuart an adorable white mouse still lives happily with his adoptive family the littles on the east side of manhattans central park more crazy mouse adventures are in store as stuart his human brother george and their mischievous cat snowbell set out to rescue a friend michaeljfox geenadavis hughlaurie jonathanlipnicki annahoelck ashleyhoelck nathanlane melaniegriffith jameswoods stevezahn mariabamford kevinolson rachaelharris marcjohnjefferies robminkoff family adventure animation comedy mouse falcon bird friendship family
68724,Elysium,in the year 2159 two classes of people exist the very wealthy who live on a pristine manmade space station called elysium and the rest who live on an overpopulated ruined earth secretary rhodes jodie foster a hard line government ofcial will stop at nothing to enforce antiimmigration laws and preserve the luxurious lifestyle of the citizens of elysium that doesnt stop the people of earth from trying to get in by any means they can when unlucky max matt damon is backed into a corner he agrees to take on a daunting mission that if successful will not only save his life but could bring equality to these polarized worlds mattdamon jodiefoster sharltocopley alicebraga diegoluna wagnermoura williamfichtner farantahir josepablocantillo maxwellperrycotton brandonauret joshblacker emmatremblay adrianholmes jaredkeeso michaelshanks carlypope onagrauer terrychen chrisshields christinacox derekgilroy talisasoto clairesmithies neillblomkamp sciencefiction action drama thriller dystopia spacestation classconflict
2789,The Chronicles of Riddick,after years of outrunning ruthless bounty hunters escaped convict riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race now waging incredible battles on fantastic and deadly worlds this lone reluctant hero will emerge as humanitys champion  and the last hope for a universe on the edge of annihilation vindiesel thandienewton karlurban colmfeore linusroache keithdavid yorickvanwageningen nickchinlund alexadavalos rogercross kimhawthorne judidench markgibbon terrychen christinacox nigelvonas raoulganeev alexisllewellyn charleszuckermann davidtwohy action sciencefiction prison dystopia matteroflifeanddeath outerspace intergalactictravel
97020,RoboCop,in robocop the year is 2028 and multinational conglomerate omnicorp is at the center of robot technology overseas their drones have been used by the military for years but have been forbidden for law enforcement in america now omnicorp wants to bring their controversial technology to the home front and they see a golden opportunity to do it when alex murphy  a loving husband father and good cop doing his best to stem the tide of crime and corruption in detroit  is critically injured omnicorp sees their chance to build a partman partrobot police officer omnicorp envisions a robocop in every city and even more billions for their shareholders but they never counted on one thing there is still a man inside the machine joelkinnaman garyoldman michaelkeaton abbiecornish jackieearlehaley michaelkennethwilliams jenniferehle jaybaruchel mariannejeanbaptiste samuelljackson aimeegarcia douglasurbanski johnpaulruttan patrickgarrow kccollins wbbrownii jospadilha action sciencefiction cyborg future dystopia police remake violence detroit
7459,Speed Racer,speed racer is the tale of a young and brilliant racing driver when corruption in the racing leagues costs his brother his life he must team up with the police and the mysterious racer x to bring an end to the corruption and criminal activities inspired by the cartoon series emilehirsch christinaricci matthewfox susansarandon scottporter johngoodman arielwinter nicholaselia hiroyukisanada artlafleur richardroundtree togoigawa nanyu cosmashivahagen rogerallam nayowallace rain moritzbleibtreu bennofrmann ralphherforth janapallaske megangay yuririnaka nargesrashidi fangyu kickgurry lillywachowski action family sciencefiction carrace lossofbrother chimp family duringcreditsstinger womandirector
42888,How Do You Know,after being cut from the usa softball team and feeling a bit past her prime lisa finds herself evaluating her life and in the middle of a love triangle as a corporate guy in crisis competes with her current baseballplaying beau reesewitherspoon paulrudd owenwilson jacknicholson kathrynhahn mollyprice shelleyconn tonyshalhoub marklinnbaker lennyvenito ronmclarty domenicklombardozzi johntormey teyonahparris deannorris tarasubkoff jameslbrooks comedy drama romance lovetriangle baseball athlete aftercreditsstinger
37834,Knight and Day,a fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one  even themselves  are what they seem amid shifting alliances and unexpected betrayals they race across the globe with their survival ultimately hinging on the battle of truth vs trust tomcruise camerondiaz petersarsgaard violadavis jordimoll pauldano maggiegrace marcblucas celiaweston daledye falkhentschel lennieloftin richmanley galgadot jackoconnell trevorloomis nilajasun jerrellleewesley adamgregory jamesmangold action comedy spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger
75612,Oblivion,jack harper is one of the last few drone repairmen stationed on earth part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the scavs jacks mission is nearly complete his existence is brought crashing down when he rescues a beautiful stranger from a downed spacecraft her arrival triggers a chain of events that forces him to question everything he knows and puts the fate of humanity in his hands tomcruise morganfreeman olgakurylenko andreariseborough nikolajcosterwaldau melissaleo zobell abigaillowe isabellelowe davidmadison johnlarmijo fileenabahris joannebahris andrewbreland lisaraziano josephkosinski action sciencefiction adventure mystery spacecraft dystopia space drone imax humanvsalien
1895,Star Wars: Episode III - Revenge of the Sith,years after the onset of the clone wars the noble jedi knights lead a massive clone army into a galaxywide battle against the separatists when the sinister sith unveil a thousandyearold plot to rule the galaxy the republic crumbles and from its ashes rises the evil galactic empire jedi hero anakin skywalker is seduced by the dark side of the force to become the emperors new apprentice  darth vader the jedi are decimated as obiwan kenobi and jedi master yoda are forced into hiding the only hope for the galaxy are anakins own offspring  the twin children born in secrecy who will grow up to become heroes ewanmcgregor natalieportman haydenchristensen ianmcdiarmid samuelljackson christopherlee anthonydaniels kennybaker frankoz jimmysmits petermayhew oliverforddavies ahmedbest silascarson joeledgerton bonniepiesse matthewwood temueramorrison brucespence jeremybulloch waynepygram nickgillard aidanbarton jamesearljones georgelucas jettlucas amandalucas katielucas jaylagaaia rohannichol davidbowers keishacastlehughes mattsloan rebeccajacksonmendoza tuxakindoyeni mattrowan kenjioates amyallen bodietaylor graemeblundell trishanoble claudiakarvan keirawingate hayleymooy sandifinlay genevieveoreilly warrenowens keechan renaowen christopherkirby kristywright coinneachalexander mousymccallum michaelkingma axeldench stevenfoy juliankhazzouh jamesrowland davidstiff robertcope georgelucas sciencefiction adventure action showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar
1894,Star Wars: Episode II - Attack of the Clones,ten years after the invasion of naboo the galaxy is on the brink of civil war under the leadership of a renegade jedi named count dooku thousands of solar systems threaten to break away from the galactic republic when an assassination attempt is made on senator padm amidala the former queen of naboo twentyyearold jedi apprentice anakin skywalker is assigned to protect her in the course of his mission anakin discovers his love for padm as well as his own darker side soon anakin padm and obiwan kenobi are drawn into the heart of the separatist movement and the beginning of the clone wars ewanmcgregor natalieportman haydenchristensen ianmcdiarmid samuelljackson christopherlee anthonydaniels kennybaker frankoz ahmedbest pernillaaugust oliverforddavies andrewsecombe silascarson aletheamcgrath temueramorrison jimmysmits jaylagaaia daniellogan leeannawalsman jackthompson joeledgerton bonniepiesse ayeshadharker rosebyrne veronicasegura mattdoran alanruscoe ronfalk anthonyphelan renaowen susieporter mattsloan davidbowers stevejohnshepherd bodietaylor mattrowan stevenboyle zachariahjensen alexknoll phoebeyiamkiati martoncsokas georgelucas adventure action sciencefiction senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda
585,"Monsters, Inc.",james sullivan and mike wazowski are monsters they earn their living scaring children and are the best in the business even though theyre more afraid of the children than they are of them when a child accidentally enters their world james and mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world johngoodman billycrystal marygibbs stevebuscemi jamescoburn jennifertilly bobpeterson johnratzenberger frankoz stevesusskind bonniehunt jeffpidgeon samuellordblack jackangel bobbergen rodgerbumpass ginoconforti jenniferdarling pattideutsch petedocter bobbyedner ashleyedner pauleiding katiescarlettr billfarmer keeganfarrell patfraley teresaganzel taylorgifaldi marcjohnjefferies joelala noahluke sherrylynn dannymann monamarshall mickiemcgowan larainenewman kaypanabaker bretbrookparker philproctor joshqualtieri guidoquaroni janrabson lisaraggio joeranft katherineringgold sophiaranft bobscott jimthornton leeunkrich wallaceshawn danielgerson davidsilverman petedocter animation comedy family monster infant energysupply company rivalry hijinks bestfriend scream conveyorbelt energycompany friend
76170,The Wolverine,wolverine faces his ultimate nemesis  and tests of his physical emotional and mortal limits  in a lifechanging voyage to modernday japan hughjackman hiroyukisanada famkejanssen willyunlee taookamoto rilafukushima svetlanakhodchenkova haruhikoyamanouchi briantee patrickstewart ianmckellen kenyamamura shinjiikefuji qyokokudo conradcoleby taristyler sarahnaylorliddell nobuakikakuda takaokinoshita allanpoppleton garretsato hiroshikasuga jamesmangold action sciencefiction adventure fantasy japan samurai mutant worldwari marvelcomic superhero basedoncomicbook superhuman duringcreditsstinger
1893,Star Wars: Episode I - The Phantom Menace,anakin skywalker a young slave strong with the force is discovered on tatooine meanwhile the evil sith have returned enacting their plot for revenge against the jedi liamneeson ewanmcgregor natalieportman jakelloyd ianmcdiarmid anthonydaniels kennybaker pernillaaugust frankoz oliverforddavies hughquarshie ahmedbest terencestamp samuelljackson raypark peterserafinowicz keiraknightley silascarson brianblessed andrewsecombe lewismacleod gregproops scottcapurro dominicwest sofiacoppola ralphbrown stevespeirs warwickdavis jeromeblake alanruscoe celiaimrie benedicttaylor clarencesmith karolcristinadasilva lizwilson candiceorwell bronaghgallagher johnfensom margarettowner dhruvchanchani oliverwalpole katielucas meganudall hassanishapi ginclarke khanbonfils michelletaylor michaelacottrell dipikaoneilljoti phileason markcoulier lindsayduncan jamestaylor chrissanders tobylongworth marcsilk amandalucas dannywagner georgelucas adventure action sciencefiction prophecy senate queen taskmaster galaxy apprentice taxes spaceopera
49519,The Croods,the croods is a prehistoric comedy adventure that follows the worlds first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed traveling across a spectacular landscape the croods discover an incredible new world filled with fantastic creatures  and their outlook is changed forever nicolascage emmastone ryanreynolds catherinekeener clorisleachman clarkduke chrissanders randythom chrissanders adventure animation comedy family fantasy stoneage daughter father prehistoric ancientworld fatherdaughterrelationship family cavemen aftercreditsstinger duringcreditsstinger
2395,Asterix at the Olympic Games,astrix and oblix have to win the olympic games in order to help their friend alafolix marry princess irina portrayed by supermodel vanessa hessler brutus benot poelvoorde uses every trick in the book to have his own team win the game and get rid of his father julius caesar alain delon in the process cloviscornillac grarddepardieu franckdubosc josgarcia stphanerousseau jeanpierrecassel mnicacruz alaindelon benotpoelvoorde vanessahessler michaelherbig santiagosegura boulilanners adrianasklenakov jrmelebanner alexandreastier lucabizzarri paolokessisoglu eliesemoun francislalanne michaelschumacher zinedinezidane tonyparker sim patricethibaud stphanedegroodt thomaslangmann fantasy adventure comedy family competition greece colosseum olympicgames emperor magic horse roman wildboar governance galier
12100,Windtalkers,joe enders is a gungho marine assigned to protect a windtalker  one of several navajo indians who were used to relay messages during world war ii because their spoken language was indecipherable to japanese code breakers nicolascage adambeach peterstormare noahemmerich markruffalo jasonisaacs christianslater francesoconnor keithcampbell martinhenderson johnwoo drama action history war japan worldwarii radiotransmission marinecorps usarmy code navajo pacificwar
290595,The Huntsman: Winter's War,as two evil sisters prepare to conquer the land two renegadeseric the huntsman who aided snow white in defeating ravenna in snowwhite and the huntsman and his forbidden lover saraset out to stop them chrishemsworth charlizetheron emilyblunt jessicachastain nickfrost sheridansmith robbrydon alexandraroach samclaflin colinmorgan sophiecookson samhazeldine lynnewilmot alejandrocuello liamneeson sopedirisu conradkhan niamhwalter nanaagyemanbediako ameliacrouch fredtatasciore ralphineson robertportal robertwilfort davidmumeni karalilyhayworth madeleineworrall chinnawodu andrewrothney timdelap antonyacheampong iandavies georgewatkins ajbediako samcoulson ryandonaldson osiokerafor mayawasowicz yusufhofri eshangopal jadeyduffield karlfarrer cedricnicolastroyan action adventure drama witch magic fairytale snowwhite huntsman
98566,Teenage Mutant Ninja Turtles,the city needs heroes darkness has settled over new york city as shredder and his evil foot clan have an iron grip on everything from the police to the politicians the future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as teenage mutant ninja turtles the turtles must work with fearless reporter april and her wisecracking cameraman vern fenwick to save the city and unravel shredders diabolical plan meganfox willarnett williamfichtner alanritchson noelfisher peteploszek johnnyknoxville jeremyhoward dannywoodburn tonyshalhoub tohorumasamune whoopigoldberg minaenoji abbyelliott madisonmason derekmears malinaweissman tarankillam ktoddfreeman paulfitzgerald venidaevans mikalvega harleypasternak braesonherold chriswylde chancekelly rickchambers leynanguyen jonathanliebesman sciencefiction action adventure fantasy comedy martialarts terrorist hero mutation van turtle vigilante superhero basedoncomicbook ninja newyorkcity sewer reboot scienceexperiment 3d
49047,Gravity,dr ryan stone a brilliant medical engineer on her first shuttle mission with veteran astronaut matt kowalsky in command of his last flight before retiring but on a seemingly routine spacewalk disaster strikes the shuttle is destroyed leaving stone and kowalsky completely alonetethered to nothing but each other and spiraling out into the blackness of space the deafening silence tells them they have lost any link to earth and any chance for rescue as fear turns to panic every gulp of air eats away at what little oxygen is left but the only way home may be to go further out into the terrifying expanse of space sandrabullock georgeclooney edharris ortoignatiussen phaldutsharma amywarren bashersavage alfonsocuarn sciencefiction thriller drama spacemission loss space astronaut trappedinspace
9619,Dante's Peak,volcanologist harry dalton comes to the sleepy town of dantes peak to investigate the recent rumblings of the dormant volcano the burg is named for before long his worst fears are realized when a massive eruption hits and immediately harry the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare piercebrosnan lindahamilton jamierenesmith jeremyfoley elizabethhoffman charleshallahan grantheslov kirktrutner arabellafield tzima brianreddy leegarlington billbolender caroleandrosky peterjason christophermurray rogerdonaldson action adventure thriller helicopter smalltown mayor evacuation motel lava volcano cabin lovers naturaldisaster partnership volcanologist rescue explosion scientist seismograph volcaniceruption rowboat catastrophe acid countyfair abandonedmine volcanicash
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,after supervillain shredder escapes custody he joins forces with mad scientist baxter stockman and two dimwitted henchmen bebop and rocksteady to unleash a diabolical plan to take over the world as the turtles prepare to take on shredder and his new crew they find themselves facing an even greater evil with similar intentions the notorious krang meganfox stephenamell willarnett lauralinney peteploszek alanritchson noelfisher jeremyhoward tylerperry briantee garyanthonywilliams stephenfarrelly tonyshalhoub bradgarrett alessandraambrosio brittanyishibashi peterdonaldbadalamentiii antoinettekalaj alicecallahan janewu meredithtravers robertclohessy matthewbarnes carmeloanthony deanwinters davegreen fantasy action adventure comedy brotherbrotherrelationship turtle sequel basedoncomicbook ninja rat
166424,Fantastic Four,four young outsiders teleport to a dangerous universe which alters their physical form in shocking ways their lives irrevocably upended the team must learn to harness their daunting new abilities and work together to save earth from a former friend turned enemy milesteller katemara michaelbjordan jamiebell tobykebbell regecathey timblakenelson joshuamontes dancastellaneta owenjudge kylendavis evanhannemann chethanks marypatgreen timheidecker maryracheldudley waynepre rhondajohnsondents gretchenkoerner shaunarappold adamfristoe donyesso jodilynbrockton christopherheskey jerradvunovich lanceenichols dinamorrone ravinaidu joshtrank action adventure sciencefiction teleportation transformation telekinesis portal marvelcomic superhero basedoncomicbook superheroteam fantasticfour bodyhorror invisiblewoman
1593,Night at the Museum,chaos reigns at the natural history museum when night watchman larry daley accidentally stirs up an ancient curse awakening attila the hun an army of gladiators a tyrannosaurus rex and other exhibits larry tries desperately to keep the museum under control but hes fighting a losing battle until president teddy roosevelt comes to the rescue benstiller jakecherry carlagugino robinwilliams dickvandyke mickeyrooney billcobbs rickygervais kimraver patrickgallagher ramimalek pierfrancescofavino charliemurphy stevecoogan mizuopeck owenwilson crystalthemonkey paulrudd annemeara bradgarrett patkiernan shawnlevy action adventure comedy family fantasy museum skeleton nightshift chaos genghiskhan mayacivilization naturalhistory theodoreroosevelt dinosaur basedonchildrensbook magicalobject securityguard duringcreditsstinger inanimateobjectscomingtolife
254128,San Andreas,in the aftermath of a massive earthquake in california a rescuechopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter dwaynejohnson alexandradaddario carlagugino ioangruffudd archiepanjabi paulgiamatti hugojohnstoneburt artparkinson coltonhaynes kylieminogue willyunlee morgangriffin breannehill toddwilliams marissaneitling mattgerald alecutgoff laurencecoy simonekessell saskiawilliscroft fionapress arabellamorton denniscoard benmcivor nickallenducat clairelovering sophiaembersonbain julianshaw juliebrandtrichards sofieformica hughboddamwhetham bradmcmurray johnreynolds hayleysullivan reneesomerfield joeyvieira benjaminblankenship michaelasberry vanessaross janellislas tomoreilly hayleygagner andreawalker vanessavittorio stephenchang bradpeyton action drama thriller california earthquake catastrophe disasterfilm 3d sanandreas sanandreascalifornia rescueoperation
714,Tomorrow Never Dies,a deranged media mogul is staging international incidents to pit the worlds superpowers against each other now 007 must take on this evil mastermind in an adrenalinecharged battle to end his reign of terror and prevent global pandemonium piercebrosnan jonathanpryce michelleyeoh terihatcher rickyjay gtzotto joedonbaker vincentschiavelli judidench desmondllewelyn samanthabond colinsalmon geoffreypalmer julianfellowes terencerigby ninayoung daphnedeckers colinstinton almatthews ceciliethomsen markspalding brucealexander anthonygreen christopherbowen andrewhawkins dominicshaun julianrhindtutt gerardbutler michaelbyrne piptorrens hughbonneville jasonwatkins brendancoyle nadiacameronblakey rogerspottiswoode adventure action thriller londonengland england spy china newsbroadcast intelligence television missile manipulationofthemedia secretintelligenceservice specialcar tvstation mediatycoon navy motorcycle secretservice hamburggermany
2024,The Patriot,after proving himself on the field of battle in the french and indian war benjamin martin wants nothing more to do with such things preferring the simple life of a farmer but when his son gabriel enlists in the army to defend their new nation america against the british benjamin reluctantly returns to his old life to protect his son melgibson heathledger joelyrichardson jasonisaacs tchkykaryo chriscooper lisabrenner tomwilkinson leonrippy donallogue adambaldwin jayarlenjones joeydvieira gregorysmith skyemccolebartusiak trevormorgan bryanchafin peterwoodward loganlerman reneauberjonois charlesblack rolandemmerich drama history war action rebel southernusa lossofson martialarts general lossoffamily passion insurgence french daughter southcarolina british basedontruestory gore mission
163,Ocean's Twelve,danny ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in rome paris and amsterdam  but a europol agent is hot on their heels georgeclooney bradpitt catherinezetajones juliaroberts andygarca caseyaffleck scottcaan shaoboqin berniemac doncheadle mattdamon carlreiner eddiejemison elliottgould robbiecoltrane jeroenkrabb vincentcassel eddieizzard brucewillis cherryjones albertfinney adrianogiannini johanwiderberg lucianomiele antoniodematteo giseldavolodi mattiasbragia stevensoderbergh thriller crime sequel fabergegg dutcheastindiancompany second part goldenegg goon
787,Mr. & Mrs. Smith,after five or six years of vanillawedded bliss ordinary suburbanites john and jane smith are stuck in a huge rut unbeknownst to each other they are both coolly lethal highlypaid assassins working for rival organisations when they discover theyre each others next target their secret lives collide in a spicy explosive mix of wicked comedy pentup passion nonstop action and hightech weaponry angelinajolie bradpitt vincevaughn adambrody kerrywashington keithdavid chrisweitz rachaelhuntley michellemonaghan stephaniemarch jennifermorrison theresabarrera perreyreeves melanietolbert samsabbah dougliman action comedy drama thriller bomb assassin secretidentity secret assaultrifle gun marriedcouple hitman decoy marriagecrisis marriage job dysfunctionalmarriage gunfight bulletwound
262500,Insurgent,beatrice prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart shailenewoodley theojames katewinslet anselelgort milesteller naomiwatts maggieq jaicourtney zokravitz raystevenson octaviaspencer sukiwaterhouse rosasalazar danieldaekim mekhiphifer benlloydhughes tonygoldwyn ashleyjudd keiynanlonsdale emjayanthony jonnyweston jessicayoshimura ajsexton hunterdenoyelles robertschwentke adventure sciencefiction thriller basedonnovel revolution dystopia sequel dystopicfuture youngadult 3d divergent
2567,The Aviator,a biopic depicting the life of filmmaker and aviation pioneer howard hughes from 1927 to 1947 during which time he became a successful film producer and an aviation magnate while simultaneously growing more unstable due to severe obsessivecompulsive disorder leonardodicaprio cateblanchett katebeckinsale johncreilly alecbaldwin alanalda ianholm judelaw kelligarner dannyhuston brentspiner willemdafoe gwenstefani adamscott mattross francesconroy stanleydesantis keithcampbell amysloan kevinorourke nelliesciutto edwardherrmann kennethwelsh jcmackenzie jacobdavich samhennings vincegiordano jasoncavalier rufuswainwright loudonwainwrightiii marthawainwright aldubois johnkoensgen harrystandjofski josiemaran joechrest justinshilton arthurholden josephpreidy stphanedemers yvesjacques chrisufland sebastiantillinger jamesbradford francescascorsese alantoy joecobden lindasmith davidpurdham alanfawcett lisabronwynmoore emmacampbell vincentlaresca mattholland dennisstjohn alvandecruys jamesrae kathleenmcauliffe terryhaig daniellefranke meghanelizabeth elizabethdecicco elisadyann isabellechampeau alcoronel martinscorsese drama ladykiller pilot biography womanizer aviation phobia uscongress flyingboat testflight
38745,Gulliver's Travels,travel writer lemuel gulliver takes an assignment in bermuda but ends up on the island of liliput where he towers over its tiny citizens jackblack amandapeet emilyblunt jasonsegel chrisodowd billyconnolly catherinetate jamescorden emmanuelquatra ollyalexander richardlaing davidsterne stewartscudamore jonathanaris joelotruglio dalemercer robletterman comedy journalist forbiddenlove princess royalcourt 3d
40805,The Green Hornet,britt reid seth rogen the heir to the largest newspaper fortune in los angeles is a spoiled playboy who has been thus far happy to lead an aimless life after his father tom wilkinson dies britt meets kato jay chou a resourceful company employee realizing that they have the talent and resources to make something of their lives britt and kato join forces as costumed crimefighters to bring down the citys mostpowerful criminal chudnofsky christoph waltz sethrogen jaychou christophwaltz camerondiaz edwardfurlong tomwilkinson edwardjamesolmos analeightipton chadlcoleman robertclotworthy billymayo jamesfranco georgefisher michelgondry action crime comedy bomb martialarts assassin vandalism nightclub training knife party playboy superhero revenge trap violence kato carchase methlab
53182,300: Rise of an Empire,based on frank millers latest graphic novel xerxes and told in the breathtaking visual style of the blockbuster 300 this new chapter of the epic saga takes the action to a fresh battlefieldon the seaas greek general themistokles attempts to unite all of greece by leading the charge that will change the course of the war 300 rise of an empire pits themistokles against the massive invading persian forces led by mortalturnedgod xerxes and artemesia the vengeful commander of the persian navy sullivanstapleton evagreen lenaheadey callanmulvey davidwenham rodrigosantoro jackoconnell andrewtiernan ashrafbarhom andrewpleavin hansmatheson petermensah benturner christopherboyer fredochs pricecarson johnmichaelherndon davidpevsner peterferdinando igalnaor lukeroberts georgegeorgiou farshadfarahat christophersciueref stevencree caitlincarmichael jadechynoweth kevinfry davidsterne gregortruter vincentwalsh nickcourt markkilleen danielrashev dimitermartinov stefanivanov atanassrebrev markaaronwagner nancymccrumb boroberts gregoryshelby velizarpeev noammurro action war basedongraphicnovel ancientgreece duringcreditsstinger seabattle handtohandcombat minions navalwarfare 3d
41513,The Smurfs,when the evil wizard gargamel chases the tiny blue smurfs out of their village they tumble from their magical world and into ours  in fact smack dab in the middle of central park just three apples high and stuck in the big apple the smurfs must find a way to get back to their village before gargamel tracks them down hankazaria neilpatrickharris jaymamays sofavergara timgunn jonathanwinters katyperry fredarmisen alancumming antonyelchin georgelopez paulapizzi joanrivers lizsmith tomcolicchio oliviapalermo michaelmusto jefffoxworthy paulreubens garybasaraba johnoliver kenanthompson bjnovak joelmccrary johnkassir tomkane wolfgangpuck frankwelker markdoherty rajagosnell animation family adventure comedy fantasy moon magic basedoncomicbook animation goodvsevil smurf blue vortex mischief catandmouse duringcreditsstinger
13700,Home on the Range,when a greedy outlaw schemes to take possession of the patch of heaven dairy farm three determined cows a karatekicking stallion and a colorful corral of critters join forces to save their home the stakes are skyhigh as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys roseannebarr judidench jennifertilly stevebuscemi gwbailey cubagoodingjr randyquaid lancelegault charlesdennis samlevine joeflaherty richardriehle carolecook estelleharris charliedell bobbyblock keatonsavage rosssimanteris marshallefron charleshaid markwalton willfinn animation family farm cow animal
262504,Allegiant,beatrice prior and tobias eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the bureau of genetic welfare shailenewoodley theojames zokravitz milesteller naomiwatts anselelgort jeffdaniels octaviaspencer keiynanlonsdale danieldaekim maggieq billskarsgrd jonnyweston nadiahilker andybean raystevenson mekhiphifer josephdavidjones ashleyjudd xanderberkeley parisajohnston rebeccapidgeon konradhoward theohoward lucellacosta amyparrish kendubois janetmcteer courtneyhope thomasblakejr julieivey kylerussellclements hannahalligood autumndial robertschwentke adventure sciencefiction basedonnovel revolution dystopia sequel dystopicfuture youngadult basedonyoungadultnovel
39254,Real Steel,in the nearfuture charlie kenton is a washedup fighter who retired from the ring when robots took over the sport after charlies robot is trashed he reluctantly teams up with his estranged son max to rebuild and train an unlikely contender hughjackman dakotagoyo evangelinelilly anthonymackie kevindurand hopedavis jamesrebhorn karlyune olgafonda johngatins sophielevy tesslevy charlielevy gregorysims toreyadkins tomcarlson johnhawkinson davidalanbasche phillamarr davidherbst juliangant kenalter leilanibarrett ericgutman nicholasyu dbdickerson petercarey danlemieux richardgoteri timholmes rickywayne taristyler kevindorman johnmanfredi wendyaaron rachaeladams mikeancrile lamarbabi apollobacala leahbarkoff joshuaraybell christinambender clarkbirchmeier donboerst markbonto zacharyborromeo benbray waynebrinston wayneebrown genevabrunetti justincalkins stevencampbell jeffcaponigro michaelpatrickcarmody roncausey justinchrzanowski michaelbclark willclarke chriscoldren sandycoonan jahnelcurfman hayleedetroitdewar johndezsi pjedwards shannonedwards raffielias rimafakih tomfeldpausch johnnyflynn stephencforsell sarahforton stephenfosner loganfry nestigee ryangenther dangerics joeyghinelli jacobgodzak ashleygoulson megangrant brandongreen jjgreen rebeccaguth stevengtjen shanehagedorn joeyharlow penniemariehawkins ronheisler robertherrick kathrynhenzler christopherwhodshire suzyhunt markusjames paulineannjohnson traverjohnson garytjones jenniekahnjacques kokaiden douglaskingii laurenkole nathankranzo joekras amylaplante keflee amandalewan annali dervislici lindalinsley nathanielloveland billlowery richlozano billlumbert bradleolyon marymagyari chrismannix melissamarra rancemartin bryanmatti jessicamclarty samuelmeadows jordankennethmessing ralphhmeyer antoniolmiller wendelmillstead garylminix meganmockensturm jermainemoore kirstiemunoz antonnarinskiy stevenhughnelson chrisnewman michaelnicolae chrisobrien wendypaquette heatherpark jessicapetrik alandpurwin ralpharecchia jayreid dajuanrippy nicholasritz jeffrosenfeld marcoruggeri marialuciasafi miguelsandoval sebastiansarkissian stevenscott ronshedd darylmsimpson garyleesimpson brianandersonsmith josephsmith nikkismith dwightsora pauljspear alanstefan tiffanystone morrisleesullivan johneltenney melodyteodorokurtis michaeltrobaugh johnnytruong erictuchelske laurievalko brettvandunk johnathonvandusen danwatson kaitlanwelton jojuanwestmoreland edwilliams amandawright paulxiong shawnlevy action sciencefiction drama fathersonrelationship fight sport robot prizefighting fathersonreunion robotfighting
